Idea_ID,Idea_Title,Idea_Topic,Element_ID,Element_Name,Category,Prompts_Total,Prompts_Image,Prompts_Video,Max_Level,Levels_Filled,Has_Level10_Video,Prompt_Step,Aspect_Ratio,Duration_Sec,Level10_Video_Preview,SEO_Status,SEO_Source,SEO_Title,SEO_Tags,SEO_Tag_Count,SEO_Description_Len,SEO_Pinned_Comment,SEO_Demand,SEO_Novelty,SEO_Saturation,SEO_Opportunity,SEO_Verdict,SEO_Top_Keywords,Video_Generated,Video_File_Path,Task_Status,Task_Attempts,Task_Last_Error,Package_Folder,Upload_Ready,Pipeline_Stage,Idea_Status
54,Sun Harvesting Palm Engine,Palm Tree,4,Palm Tree,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Exactly 8 seconds, 9:16 vertical aspect ratio, photorealistic cinematic render, smooth continuous motion, no cuts, maximum cinematic realism.

Second ",❌ No SEO,,,,0,0,,,,,,,,✅ Yes,C:\Users\Irak\Desktop\Youtube Pipeline\PromptDatabase\output_packaged\4.2.Level_10_Sun_Harvesting_Palm_Engine\4.2.Level_10_Sun_Harvesting_Palm_Engine.mp4,—,0,,,❌ No,3️⃣ Needs SEO,new
55,Palm Root Earth Mover,Palm Tree,4,Palm Tree,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Exactly 8 seconds, 9:16 vertical aspect ratio, photorealistic cinematic render, smooth continuous motion, no cuts, maximum cinematic realism.

Second ",❌ No SEO,,,,0,0,,,,,,,,✅ Yes,C:\Users\Irak\Desktop\Youtube Pipeline\PromptDatabase\output_packaged\4.3.Level_10_Palm_Root_Earth_Mover\4.3.Level_10_Palm_Root_Earth_Mover.mp4,—,0,,,❌ No,3️⃣ Needs SEO,new
56,Chrono-Palm Growth Engine,Palm Tree,4,Palm Tree,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Exactly 8 seconds, 9:16 vertical aspect ratio, photorealistic cinematic render, smooth continuous motion, no cuts, maximum cinematic realism.

Second ",❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,3️⃣ Needs SEO,new
57,Palm Wind Orchestra,Palm Tree,4,Palm Tree,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Palm Wind Orchestra opens with a slow orbital arc circling the surface rim of its maximum-scale alien buried wind instrument, revealing continent-size",❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,3️⃣ Needs SEO,new
58,Celestial Coconut Launcher,Palm Tree,4,Palm Tree,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Celestial Coconut Launcher, sweeping crane shot descending from beyond the atmosphere as the maximum-scale articulated machine resolves from planetary",❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,3️⃣ Needs SEO,new
59,Palm Cloud Factory,Palm Tree,4,Palm Tree,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
60,Frond Solar Sail Array,Palm Tree,4,Palm Tree,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
61,Palm Tree Climate Reactor,Palm Tree,4,Palm Tree,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
62,Infinite Palm Forest Seeder,Palm Tree,4,Palm Tree,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
63,The Verdant Bamboo Sky-Loom,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
64,Jade Spire Harvesting Spider,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
65,The Bamboo Ocean Comb,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
66,Hollow-Stem Resonance Engine,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
67,The Emerald Stalk Harvester,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
68,Bamboo Canopy Cloud-Drill,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
69,The Titan Bamboo Splitter,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
70,Celestial Shoot Accelerator,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
71,The Bamboo Ring Leviathan,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
72,The Infinite Bamboo Grove City,Bamboo Forest,5,Bamboo Forest,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
73,Titanic Tea Plucking Colossus,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
74,Skyloom Tea Pruning Ring,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
75,Monsoon Shield Megadome,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
76,Rootwater Planetary Drill,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
77,Tea Garden Climate Engine,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
78,Colossus Leaf Sorting Wheel,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
79,Mountain Compost Walker,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
80,Terrace-Shaping Earth Titan,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
81,Solar Tea Harvesting Cathedral,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
82,Orbital Tea Garden Caretaker,Tea Garden,8,Tea Garden,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
83,The Golden Bunch Orbital Harvester,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
84,Tropical Frond Solar Siphon,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
85,The Banana Canopy Leviathan,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
86,Plantation Monorail Harvester,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
87,The Titan Fruit Loom,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
88,Monsoon Banana Ripening Dome,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
89,The Planetary Peel Excavator,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
90,Tropical Stem Pressure Engine,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
91,The Solar Banana Conveyor,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
92,The Infinite Plantation Caretaker,Banana Plantation,9,Banana Plantation,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
93,Orchard Moon Harvester,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
94,Titan Root Sculptor,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
95,Sky Orchard Shepherd,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
96,Apple Gravity Elevator,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
97,Colossus Pollination Wheel,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
98,Orchard Time Engine,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
99,Titanic Apple Sorter,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
100,Solar Orchard Furnace,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
101,Planetary Pruning Spider,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
102,Infinite Orchard Conveyor,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
103,Solar Titan Harvester,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
104,Sunflower Skywheel,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
105,Helios Field Cathedral,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
106,Titanic Sun Tracker,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
107,The Golden Root Engine,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
108,Sunflower Leviathan,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
109,Petal Storm Generator,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
110,The Million-Arm Pollinator,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
111,Colossus Seed Forge,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
112,Solar Bloom Clock,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,✅ Yes,C:\Users\Irak\Desktop\Youtube Pipeline\PromptDatabase\output_packaged\11.10.Level_10_Solar_Bloom_Clock\11.10.Level_10_Solar_Bloom_Clock.mp4,—,0,,,❌ No,1️⃣ Needs Prompts,new
113,The Grassland Tide Engine,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
114,Skyroot Rain Harvester,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
115,Prairie Wind Shepherd,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
116,The Buried Sunwheel,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
117,Thunderhoof Generator,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
118,Prairie Memory Engine,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
119,Horizon Grass Loom,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
120,Cloudshadow Irrigator,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
121,The Seed Moon,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
122,Prairie Planet Engine,Grassland,12,Grassland,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
123,The Dune-Swallowing Sand Leviathan,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
124,Solar Mirage Energy Tower,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
125,The Deep-Basin Moisture Siphon,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
126,Sandstorm Kinetic Foundry,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
127,The Obsidian Dune Walker,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
128,Crystalline Sand Sifter Titan,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
129,The Subterranean Aquifer Drill,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
130,Desert Sun-Forge Colossus,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
131,The Shifting Sand Ocean Ark,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
132,The Infinite Desert Terraformer,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
133,The Golden Husk Sifter,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
134,The Corn Maze Planetary Combine,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
135,Sun-Ripened Kernel Reactor,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
136,The Titan Stalk Shredder,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
137,Cornfield Solar Furnace,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
138,The Atmospheric Corn Elevator,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
139,Golden Silk Weaving Engine,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
140,The Infinite Cornfield Colossus,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,❌ No SEO,,,,0,0,,,,,,,,❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
